V     B-V     U-B     V-I     V-K     Mv   CL Typ    Teff   logg  Pop  Age     Mass   Mbol    Radius   [M/H]    [a/Fe]  longitude   latitude   RAJ2000     DECJ2000   Dist     x_Gal    y_Gal    z_Gal     Av       errMv     errMass     errAge     errTeff    errLogg    errMet     errAlphaFe     errBand_V  errBand_B  errBand_U  errBand_I  errBand_K                                                                             
  19.026  0.587  -0.121   0.764   1.738   5.83  5 5.40    5605.  4.64   9 13.9399  0.628    5.849    0.638  -1.309   0.200    96.789062   59.529320  214.628662   52.953621   4.1879  -8.2510   2.1088   3.6245   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0117    -0.0044    -0.0074     0.0271     0.0166
  17.953  0.388  -0.173   0.648   1.421   4.73  5 4.70    6221.  4.32   9 13.8549  0.968    4.693    0.883  -1.889   0.314    96.737045   59.983051  214.175034   52.591343   4.1907  -8.2459   2.0819   3.6436   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0345    -0.0185     0.0435     0.0020     0.0043
  21.934  1.227   1.016   1.477   3.076   8.73  5 6.80    4090.  4.80  11 11.9390  0.741    7.803    0.476  -0.773   0.343    96.929527   59.502510  214.567642   53.020294   4.1877  -8.2564   2.1097   3.6233   0.082    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0101    -0.0255     0.0324    -0.0038    -0.0023
  18.551  0.574  -0.082   0.716   1.610   5.37  5 5.15    5762.  4.64  11 12.0764  0.585    5.271    0.780  -0.546   0.251    95.731529   59.775227  215.024277   52.416561   4.1964  -8.2110   2.1019   3.6409   0.064    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0037    -0.0109    -0.0347     0.0020    -0.0171
  22.273  1.229   0.833   1.441   2.965   9.07  5 6.80    4212.  4.92   9 13.8853  0.400    8.449    0.357  -1.455   0.236    97.153694   60.106464  213.781891   52.630348   4.2256  -8.2623   2.0896   3.6784   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0081    -0.0168     0.0235     0.0044     0.0422
  21.704  1.207   0.795   1.387   2.856   8.47  5 6.70    4164.  4.99   9 13.9703  0.586    7.960    0.417  -1.271   0.251    95.634796   59.853031  214.998596   52.326157   4.2474  -8.2094   2.1228   3.6879   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0236     0.0459     0.0261    -0.0146     0.0079
  21.688  1.123   0.612   1.279   2.771   8.47  5 6.65    4318.  4.83   9 13.9642  0.524    7.802    0.437  -1.882   0.248    95.781853   59.569016  215.219406   52.587036   4.2509  -8.2169   2.1421   3.6803   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0039    -0.0014     0.0019     0.0205     0.0109
  21.382  1.106   0.537   1.197   2.700   8.19  5 6.60    4335.  4.72   9 13.8492  0.619    7.645    0.456  -2.267   0.235    97.140327   59.876923  214.032532   52.802624   4.2517  -8.2652   2.1172   3.6925   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0233    -0.0175     0.0098     0.0201    -0.0381
  20.756  0.996   0.525   1.071   2.467   7.56  5 6.40    4660.  4.91   9 13.9813  0.513    7.181    0.504  -1.528   0.285    96.366455   60.351471  214.013901   52.191280   4.2160  -8.2313   2.0727   3.6791   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0032    -0.0107    -0.0074    -0.0138     0.0294
  20.327  0.874   0.344   0.967   2.357   7.13  5 6.25    4801.  4.97   9 13.9982  0.750    6.866    0.531  -1.603   0.231    96.743973   60.013279  214.138535   52.570515   4.2235  -8.2479   2.0963   3.6732   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0000    -0.0230    -0.0199    -0.0167    -0.0769
  19.613  0.716   0.055   0.855   1.900   6.39  5 5.70    5369.  4.60   9 13.9674  0.477    6.204    0.594  -1.056   0.273    95.713577   59.575336  215.254745   52.559200   4.2578  -8.2147   2.1455   3.6865   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0075     0.0136     0.0014    -0.0086     0.0308
  19.532  0.697  -0.017   0.737   1.794   6.35  5 5.55    5526.  4.68   9 13.8350  0.778    6.030    0.614  -1.041   0.183    97.238579   59.874409  213.972473   52.836098   4.2546  -8.2691   2.1184   3.6949   0.066    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0340     0.0040    -0.0056     0.0400    -0.0050
  17.151  0.383  -0.116   0.580   1.270   3.95  4 4.40    6351.  4.26   9 13.9476  0.836    3.906    1.211  -1.384   0.255    97.399506   59.813786  213.933350   52.934345   4.2360  -8.2743   2.1122   3.6766   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0060    -0.0518     0.0088    -0.0168    -0.0115
  21.992  1.335   1.010   1.461   3.061   8.84  5 6.80    4186.  4.86  11 11.9752  0.551    7.803    0.476  -0.596   0.231    96.238548   59.186649  215.354202   53.027122   4.2202  -8.2349   2.1490   3.6395   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0470     0.0118    -0.0044    -0.0165    -0.0060
  20.185  0.949   0.575   0.990   2.363   6.97  5 6.30    4876.  4.79  11 12.0213  0.556    6.626    0.601  -0.837   0.300    96.494286   60.023411  214.283829   52.481903   4.2568  -8.2406   2.1132   3.7023   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0027     0.0005    -0.0059    -0.0171    -0.0124
  18.601  0.599  -0.152   0.755   1.652   5.34  5 5.15    5742.  4.48  11 11.9716  0.902    5.271    0.780  -0.952   0.258    96.110504   60.187103  214.345947   52.233013   4.2600  -8.2254   2.1059   3.7112   0.081    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0315     0.0550     0.0127    -0.0024    -0.0108
  20.074  0.811   0.247   0.890   2.088   6.85  5 6.10    5019.  4.69   9 13.9527  0.518    6.541    0.560  -1.047   0.261    96.823219   59.356354  214.794128   53.096142   4.2819  -8.2593   2.1670   3.6989   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0026    -0.0041    -0.0276    -0.0042     0.0095
  20.067  0.903   0.604   0.981   2.349   6.85  5 6.30    4871.  4.79  11 11.9598  0.680    6.626    0.601  -0.782   0.287    95.829201   59.504234  215.261368   52.651264   4.2746  -8.2203   2.1580   3.6983   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0046    -0.0483    -0.0312    -0.0109    -0.0019
  19.768  0.904   0.558   0.953   2.212   6.54  5 6.20    4950.  4.82  11 12.0808  0.745    6.469    0.615  -0.388   0.207    95.930763   59.937016  214.725662   52.362103   4.2662  -8.2208   2.1257   3.7072   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0024    -0.0030    -0.0252    -0.0118     0.0169
  21.953  1.202   0.709   1.388   2.900   8.69  5 6.75    4074.  4.92   9 13.8630  0.199    8.121    0.398  -1.505   0.196    95.399757   59.772556  215.230270   52.306660   4.3188  -8.2046   2.1646   3.7466   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0089     0.0136    -0.0400     0.0056    -0.0048
  20.882  1.002   0.624   1.069   2.508   7.64  5 6.40    4703.  4.77   9 13.9662  0.448    7.181    0.504  -1.292   0.256    97.478188   59.683777  214.020020   53.059849   4.3213  -8.2839   2.1627   3.7454   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0130    -0.0241     0.0113    -0.0157     0.0015
  19.067  0.533  -0.274   0.739   1.681   5.82  5 5.25    5743.  4.66   9 13.9855  0.829    5.663    0.667  -2.441   0.280    97.276917   59.668472  214.166290   53.006763   4.3270  -8.2768   2.1675   3.7497   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0072     0.0016     0.0061     0.0044    -0.0109
  21.023  1.146   0.900   1.280   2.800   7.75  5 6.60    4541.  4.73  11 11.8882  0.581    7.224    0.542  -0.706   0.270    97.507286   59.744381  213.937073   53.022408   4.3426  -8.2859   2.1693   3.7661   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0049     0.0055     0.0092    -0.0291    -0.0069
  20.695  1.062   0.840   1.066   2.609   7.44  5 6.45    4647.  4.59  11 11.9961  0.571    6.930    0.571  -0.635   0.298    96.241837   59.185196  215.353760   53.029324   4.3594  -8.2428   2.2199   3.7589   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0114    -0.0069     0.0342     0.0267    -0.0281
  21.279  1.235   0.926   1.370   2.939   7.98  5 6.70    4295.  4.65  11 11.9822  0.652    7.512    0.511  -0.710   0.242    97.210510   59.578251  214.305359   53.054432   4.4074  -8.2801   2.2141   3.8156   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0077     0.0298    -0.0120     0.0053    -0.0242
  20.003  0.805   0.308   0.877   2.113   6.72  5 6.10    5003.  4.29  11 11.8986  0.724    6.310    0.632  -0.922   0.304    95.324913   59.786629  215.260330   52.270885   4.3853  -8.2048   2.1972   3.8046   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0034    -0.0202    -0.0185     0.0220     0.0137
  19.152  0.649  -0.055   0.791   1.718   5.89  5 5.45    5528.  4.66  11 12.0008  0.638    5.637    0.713  -0.912   0.308    96.772591   59.349098  214.834564   53.084797   4.3803  -8.2633   2.2175   3.7833   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0134    -0.0039    -0.0375    -0.0188     0.0259
  21.760  1.113   0.760   1.371   2.858   8.42  5 6.70    4194.  4.89   9 13.8086  0.263    7.960    0.417  -1.649   0.251    97.126839   59.929813  213.985107   52.757675   4.4528  -8.2768   2.2139   3.8685   0.081    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0131    -0.0401     0.0080    -0.0170    -0.0254
  21.518  1.174   0.612   1.212   2.660   8.24  5 6.60    4256.  4.82   9 13.9582  0.535    7.645    0.456  -1.622   0.227    96.181580   59.178051  215.399933   53.014126   4.4282  -8.2443   2.2557   3.8178   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0341     0.0219    -0.0194     0.0037     0.0367
  21.147  1.014   0.573   1.147   2.637   7.79  5 6.50    4571.  4.82   9 13.9916  0.824    7.337    0.489  -1.562   0.278    97.520874   59.697330  213.977997   53.063091   4.4490  -8.2938   2.2255   3.8561   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0354     0.0006     0.0052     0.0158    -0.0074
  18.558  0.463  -0.234   0.729   1.525   5.24  5 5.00    5883.  4.74   9 13.8429  0.787    5.279    0.739  -1.591   0.243    96.017845   59.420288  215.235962   52.777737   4.4422  -8.2369   2.2474   3.8394   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0127    -0.0257    -0.0310    -0.0314     0.0389
  21.461  1.157   0.963   1.306   2.872   8.14  5 6.65    4374.  4.77  11 11.9803  0.671    7.368    0.528  -0.736   0.281    96.134583   59.504425  215.070282   52.754276   4.4528  -8.2415   2.2468   3.8519   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0006    -0.0252     0.0139     0.0064    -0.0188
  20.402  0.960   0.599   0.969   2.457   7.11  5 6.35    4696.  4.84  11 11.9903  0.599    6.779    0.587  -1.154   0.314    96.641846   59.302128  214.969681   53.076630   4.4374  -8.2620   2.2501   3.8306   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0117    -0.0313    -0.0177     0.0300    -0.0222
  16.933  0.621   0.010   0.702   1.687   3.64  4 4.95    5585.  3.80  11 12.2225  0.923    3.474    1.860  -0.446   0.268    96.255844   59.541725  214.953293   52.767010   4.4390  -8.2452   2.2368   3.8414   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0077    -0.0058     0.0083     0.0422    -0.0250
  22.260  1.167   0.740   1.463   3.039   8.87  5 6.80    4142.  5.01   9 13.9783  0.456    8.284    0.376  -1.670   0.273    96.836197   59.763966  214.346344   52.790588   4.5083  -8.2702   2.2541   3.9099   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0391    -0.0007     0.0042    -0.0080    -0.0521
  22.204  1.134   0.647   1.365   2.933   8.85  5 6.75    4170.  4.93   9 13.9445  0.687    8.121    0.398  -1.999   0.213    96.507568   59.104996  215.272293   53.179714   4.4738  -8.2603   2.2824   3.8540   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0233    -0.0175    -0.0168     0.0459    -0.0059
  21.851  1.160   0.588   1.274   2.738   8.55  5 6.65    4405.  4.74   9 13.9804  0.483    7.802    0.437  -2.095   0.249    96.274681   60.107845  214.329727   52.346432   4.4798  -8.2440   2.2192   3.8988   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0318     0.0011     0.0162    -0.0097     0.0042
  21.433  1.115   0.601   1.281   2.734   8.07  5 6.60    4411.  4.75   9 13.8534  0.359    7.645    0.456  -1.865   0.271    95.895462   59.503483  215.220932   52.674271   4.5026  -8.2347   2.2729   3.8947   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0253     0.0305     0.0279    -0.0072     0.0145
  18.644  0.536  -0.190   0.668   1.526   5.33  5 5.00    5951.  4.56   9 13.7636  0.730    5.279    0.739  -1.410   0.260    96.461594   59.106861  215.299728   53.162708   4.5084  -8.2605   2.3001   3.8838   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0290     0.0051     0.0424    -0.0108    -0.0021
  18.442  0.422  -0.180   0.602   1.450   5.08  5 4.80    6136.  4.71   9 13.9451  0.765    4.889    0.829  -1.263   0.262    95.364433   59.889107  215.123718   52.208450   4.5053  -8.2113   2.2503   3.9123   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0185    -0.0248     0.0130     0.0470    -0.0016
  18.285  0.443  -0.264   0.604   1.424   4.95  5 4.70    6261.  4.31   9 13.9194  0.839    4.693    0.883  -2.264   0.255    97.063049   59.428104  214.561844   53.120937   4.5097  -8.2820   2.2763   3.8978   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0101    -0.0041    -0.0103     0.0017    -0.0335
  21.946  1.273   1.099   1.496   3.140   8.59  5 6.80    4146.  4.75  11 11.9248  0.665    7.803    0.476  -0.367   0.245    96.047554   59.984608  214.602280   52.364975   4.4700  -8.2356   2.2236   3.8855   0.083    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0180     0.0121    -0.0085    -0.0035     0.0173
  21.734  1.250   0.857   1.387   2.920   8.42  5 6.75    4186.  4.85  11 11.9887  0.423    7.657    0.495  -1.166   0.283    95.609741   59.614826  215.275345   52.494671   4.5081  -8.2229   2.2693   3.9039   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0244     0.0064    -0.0200    -0.0113    -0.0009
  19.331  0.713  -0.017   0.798   1.817   6.03  5 5.60    5483.  4.48  11 11.8018  0.805    5.812    0.689  -1.197   0.284    95.902267   59.634613  215.072739   52.578804   4.4666  -8.2322   2.2460   3.8689   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0295     0.0130     0.0017    -0.0044     0.0166
  21.641  1.073   0.836   1.294   2.822   8.26  5 6.60    4401.  4.81   9 13.9100  0.511    7.645    0.456  -1.119   0.251    97.014069   60.169247  213.803970   52.537640   4.5162  -8.2743   2.2297   3.9328   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0286    -0.0382     0.0037    -0.0023    -0.0166
  20.546  0.901   0.182   0.964   2.268   7.21  5 6.25    4886.  4.70   9 13.9609  0.546    6.866    0.531  -2.108   0.253    96.788429   59.870113  214.263062   52.694126   4.5259  -8.2685   2.2559   3.9294   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0143     0.0085    -0.0038    -0.0177    -0.0254
  20.106  0.775   0.090   0.945   2.097   6.73  5 6.10    5077.  4.60   9 13.8281  0.643    6.541    0.560  -1.860   0.286    96.915352   59.292164  214.804459   53.175461   4.5566  -8.2802   2.3100   3.9327   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0112     0.0129     0.0324    -0.0413    -0.0038
  18.368  0.417  -0.230   0.657   1.454   4.99  5 4.80    6070.  4.53   9 13.9521  0.578    4.889    0.829  -1.859   0.255    96.759041   60.086098  214.051819   52.519772   4.5178  -8.2652   2.2374   3.9309   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0280    -0.0124    -0.0021     0.0078     0.0201
  18.093  0.415  -0.225   0.652   1.441   4.72  5 4.70    6220.  4.44   9 13.9923  0.779    4.693    0.883  -1.903   0.229    97.537750   59.683369  213.981827   53.079288   4.5307  -8.3000   2.2672   3.9261   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0186    -0.0064     0.0051    -0.0188    -0.0327
  24.203 -0.233  -0.822  -0.183  -0.473  10.86  6 9.00   18284.  7.92   9 13.9690  0.530    9.184    0.013  -1.382   0.268    95.244011   59.808197  215.285629   52.227505   4.5126  -8.2074   2.2599   3.9154   0.066    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0049    -0.0460     0.0010     0.0250    -0.0335
  18.816  0.577  -0.114   0.708   1.607   5.46  5 5.15    5825.  4.43  11 11.9614  0.886    5.271    0.780  -1.129   0.272    96.970825   59.698921  214.330215   52.884087   4.5427  -8.2782   2.2750   3.9371   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0061     0.0026     0.0141     0.0045    -0.0079
